target,weight_type,key,value
rental_count,month_weight,1,0.5132001745371737
rental_count,month_weight,2,0.6073682702887392
rental_count,month_weight,3,0.9277639815252118
rental_count,month_weight,4,1.2168731698581674
rental_count,month_weight,5,1.2242799104121747
rental_count,month_weight,6,1.2940056087201892
rental_count,month_weight,7,1.0684787839638188
rental_count,month_weight,8,1.075431866142441
rental_count,month_weight,9,1.2084411494238116
rental_count,month_weight,10,1.245248799577164
rental_count,month_weight,11,0.9852988323351796
rental_count,month_weight,12,0.6336094532159279
rental_count,year_weight,2023,1.1082769332275366
rental_count,year_weight,2024,0.961998871649693
rental_count,year_weight,2025,0.9297241951227704
rental_count,hour_weight,0,0.5449782774734174
rental_count,hour_weight,1,0.5637009891709985
rental_count,hour_weight,2,0.6199874203391514
rental_count,hour_weight,3,1.1836875305738008
rental_count,hour_weight,4,0.6961460732756071
rental_count,hour_weight,5,0.4491879502144911
rental_count,hour_weight,6,1.1308939530995397
rental_count,hour_weight,7,2.3479923213393192
rental_count,hour_weight,8,1.6231090441443448
rental_count,hour_weight,9,0.9555139890008502
rental_count,hour_weight,10,0.9404989761909438
rental_count,hour_weight,11,0.9162189555666903
rental_count,hour_weight,12,0.9506216289771144
rental_count,hour_weight,13,0.7505308085889306
rental_count,hour_weight,14,0.7586282678174172
rental_count,hour_weight,15,0.8257913621591869
rental_count,hour_weight,16,0.9070595456001781
rental_count,hour_weight,17,1.3025058064436772
rental_count,hour_weight,18,1.8136026383664654
rental_count,hour_weight,19,1.3218786637250186
rental_count,hour_weight,20,0.9737928517506154
rental_count,hour_weight,21,1.0351576325817058
rental_count,hour_weight,22,0.820322091329585
rental_count,hour_weight,23,0.5681932222709516
return_count,month_weight,1,0.447455662833988
return_count,month_weight,2,0.563950243446495
return_count,month_weight,3,0.8532155747412272
return_count,month_weight,4,1.2004854080329184
return_count,month_weight,5,1.2749105984122386
return_count,month_weight,6,1.3862460477393508
return_count,month_weight,7,1.0680540721613079
return_count,month_weight,8,1.114409407759463
return_count,month_weight,9,1.2316921278664343
return_count,month_weight,10,1.2828961549099493
return_count,month_weight,11,1.0140531084130797
return_count,month_weight,12,0.5626315936835489
return_count,year_weight,2023,1.1244205257754853
return_count,year_weight,2024,0.9930297012616556
return_count,year_weight,2025,0.8825497729628592
return_count,hour_weight,0,0.6160604853499168
return_count,hour_weight,1,0.702688962208453
return_count,hour_weight,2,0.6624701190950562
return_count,hour_weight,3,0.4681476018459901
return_count,hour_weight,4,0.3024287860686554
return_count,hour_weight,5,0.6955060259712702
return_count,hour_weight,6,0.996958489258062
return_count,hour_weight,7,2.0706941517946396
return_count,hour_weight,8,2.379786954581952
return_count,hour_weight,9,1.100690767754588
return_count,hour_weight,10,0.7986825294974337
return_count,hour_weight,11,0.8073250279467054
return_count,hour_weight,12,0.7787148844071962
return_count,hour_weight,13,0.7015713822590738
return_count,hour_weight,14,0.6606867239294855
return_count,hour_weight,15,0.7612844837561645
return_count,hour_weight,16,1.064542267522443
return_count,hour_weight,17,1.4127935403603242
return_count,hour_weight,18,1.91505254826484
return_count,hour_weight,19,1.514006333206823
return_count,hour_weight,20,1.1718838713414657
return_count,hour_weight,21,1.0990263348280134
return_count,hour_weight,22,0.7910578500976899
return_count,hour_weight,23,0.5279398786537599
