target,weight_type,key,value
rental_count,month_weight,1,0.4592193175372836
rental_count,month_weight,2,0.5589429250905477
rental_count,month_weight,3,0.9008594658884623
rental_count,month_weight,4,1.1760762811452496
rental_count,month_weight,5,1.257145471328574
rental_count,month_weight,6,1.4106253370090898
rental_count,month_weight,7,1.0897701048052706
rental_count,month_weight,8,1.175693334865703
rental_count,month_weight,9,1.1985662526711642
rental_count,month_weight,10,1.1926183530879044
rental_count,month_weight,11,0.9622367487838552
rental_count,month_weight,12,0.6182464077868954
rental_count,year_weight,2023,1.030670566057725
rental_count,year_weight,2024,1.1119467461968524
rental_count,year_weight,2025,0.8573826877454225
rental_count,hour_weight,0,0.8514075187363913
rental_count,hour_weight,1,0.7715161141918886
rental_count,hour_weight,2,0.8050410573123982
rental_count,hour_weight,3,0.6649954807887427
rental_count,hour_weight,4,0.4345563851553015
rental_count,hour_weight,5,0.8668997939598646
rental_count,hour_weight,6,0.8015247713596354
rental_count,hour_weight,7,2.124438783302833
rental_count,hour_weight,8,2.3598906610350374
rental_count,hour_weight,9,0.9772560405244219
rental_count,hour_weight,10,0.9140362179276956
rental_count,hour_weight,11,0.8715539926556424
rental_count,hour_weight,12,1.0248890353981421
rental_count,hour_weight,13,0.7801985802938937
rental_count,hour_weight,14,0.7738004910190065
rental_count,hour_weight,15,0.8962494010048663
rental_count,hour_weight,16,0.9403265105411784
rental_count,hour_weight,17,1.1010806401323532
rental_count,hour_weight,18,1.0645483078722007
rental_count,hour_weight,19,0.9710939638822743
rental_count,hour_weight,20,0.8718468584056457
rental_count,hour_weight,21,1.1661634363606161
rental_count,hour_weight,22,1.1062727039903175
rental_count,hour_weight,23,0.8604132541496516
return_count,month_weight,1,0.4526711304988921
return_count,month_weight,2,0.5487158711388308
return_count,month_weight,3,0.8889979107369917
return_count,month_weight,4,1.1640485258914381
return_count,month_weight,5,1.2742695163313296
return_count,month_weight,6,1.3529901843397907
return_count,month_weight,7,1.1655249986992973
return_count,month_weight,8,1.2292381004670998
return_count,month_weight,9,1.2311707614255496
return_count,month_weight,10,1.2004778553115445
return_count,month_weight,11,0.9390857451516135
return_count,month_weight,12,0.5528094000076226
return_count,year_weight,2023,1.0331104313409019
return_count,year_weight,2024,1.0732828540294364
return_count,year_weight,2025,0.8936067146296619
return_count,hour_weight,0,0.7434002650023039
return_count,hour_weight,1,0.8556718429827154
return_count,hour_weight,2,0.6613301457701077
return_count,hour_weight,3,0.47782049418393285
return_count,hour_weight,4,0.3637100488038732
return_count,hour_weight,5,0.37478347511969795
return_count,hour_weight,6,0.8647141556567416
return_count,hour_weight,7,1.6298717303975478
return_count,hour_weight,8,2.22968960429557
return_count,hour_weight,9,1.8413563602138139
return_count,hour_weight,10,1.2450577794358566
return_count,hour_weight,11,1.126520016017916
return_count,hour_weight,12,1.1140744509664806
return_count,hour_weight,13,0.889065578387871
return_count,hour_weight,14,0.8334149238634043
return_count,hour_weight,15,0.8042217470686762
return_count,hour_weight,16,0.8778425806490889
return_count,hour_weight,17,1.0000248511635108
return_count,hour_weight,18,1.1390093587527403
return_count,hour_weight,19,1.02882909704743
return_count,hour_weight,20,0.9734786097727771
return_count,hour_weight,21,1.0075472034678714
return_count,hour_weight,22,1.1631347386959079
return_count,hour_weight,23,0.7554309422841631
