target,weight_type,key,value
rental_count,month_weight,1,0.26127839502689915
rental_count,month_weight,2,0.49394790678571293
rental_count,month_weight,3,0.769508097281434
rental_count,month_weight,4,1.1811887404124444
rental_count,month_weight,5,1.470295107455864
rental_count,month_weight,6,1.5363049749417022
rental_count,month_weight,7,1.0951170950233755
rental_count,month_weight,8,1.3613947288787536
rental_count,month_weight,9,1.4954419241852552
rental_count,month_weight,10,1.2223548007106229
rental_count,month_weight,11,0.8036525945715178
rental_count,month_weight,12,0.30951563472642013
rental_count,year_weight,2023,0.948143987267321
rental_count,year_weight,2024,1.1312866832750874
rental_count,year_weight,2025,0.9205693294575915
rental_count,hour_weight,0,0.45967699685640356
rental_count,hour_weight,1,0.39082018004704705
rental_count,hour_weight,2,0.3233561223041483
rental_count,hour_weight,3,0.23397282492114904
rental_count,hour_weight,4,0.4946171758103456
rental_count,hour_weight,5,0.6452563287591143
rental_count,hour_weight,6,1.004912506999205
rental_count,hour_weight,7,4.394178523275537
rental_count,hour_weight,8,3.782578772902516
rental_count,hour_weight,9,1.491191553622742
rental_count,hour_weight,10,0.9008906409185814
rental_count,hour_weight,11,0.7519423837872353
rental_count,hour_weight,12,0.7870909980644578
rental_count,hour_weight,13,0.6731509617208066
rental_count,hour_weight,14,0.6466861010344344
rental_count,hour_weight,15,0.7200330249171958
rental_count,hour_weight,16,0.7611899495270112
rental_count,hour_weight,17,0.7993650025379965
rental_count,hour_weight,18,0.8293902243230702
rental_count,hour_weight,19,0.875795598106987
rental_count,hour_weight,20,0.8592102951055399
rental_count,hour_weight,21,0.8934587914798487
rental_count,hour_weight,22,0.7605091467187424
rental_count,hour_weight,23,0.5207258962598847
return_count,month_weight,1,0.3256955757745953
return_count,month_weight,2,0.5527206050937588
return_count,month_weight,3,0.9746657053029681
return_count,month_weight,4,1.3206470230286766
return_count,month_weight,5,1.4006002000217772
return_count,month_weight,6,1.4582043525879846
return_count,month_weight,7,1.0293978349986332
return_count,month_weight,8,1.1980844375970643
return_count,month_weight,9,1.406477926398673
return_count,month_weight,10,1.2634527806037146
return_count,month_weight,11,0.7535820401549508
return_count,month_weight,12,0.3164715184372054
return_count,year_weight,2023,1.1511969269279414
return_count,year_weight,2024,1.0028318010292123
return_count,year_weight,2025,0.8459712720428465
return_count,hour_weight,0,0.5137988384715794
return_count,hour_weight,1,0.5156716152668666
return_count,hour_weight,2,0.4272117620534517
return_count,hour_weight,3,0.48210463945186643
return_count,hour_weight,4,0.614115126951905
return_count,hour_weight,5,0.5878852123772099
return_count,hour_weight,6,0.9133971703142862
return_count,hour_weight,7,3.0175812486915983
return_count,hour_weight,8,3.1459343906322816
return_count,hour_weight,9,1.6628566356906191
return_count,hour_weight,10,1.112856504145749
return_count,hour_weight,11,0.7356639900480325
return_count,hour_weight,12,0.773668245959074
return_count,hour_weight,13,0.7119486228000156
return_count,hour_weight,14,0.6059626017486368
return_count,hour_weight,15,0.7078743240425941
return_count,hour_weight,16,0.8088976814508719
return_count,hour_weight,17,0.947596951788589
return_count,hour_weight,18,1.1201497140093846
return_count,hour_weight,19,1.0453135836387522
return_count,hour_weight,20,0.9596954941832436
return_count,hour_weight,21,0.9936904328531352
return_count,hour_weight,22,0.9280514385289803
return_count,hour_weight,23,0.668073774901276
