station_id,count
2301,568
2302,262
2303,287
2304,42
2305,66
2306,595
2307,130
2308,266
2309,67
2310,77
2311,33
2312,102
2313,89
2314,137
2315,190
2318,31
2319,101
2320,169
2321,164
2323,47
2324,251
2325,264
2326,81
2327,183
2328,142
2329,84
2330,133
2331,118
2332,380
2333,181
2334,36
2335,387
2336,51
2337,146
2339,156
2340,395
2341,76
2342,350
2343,35
2344,130
2347,28
2348,216
2349,53
2350,48
2351,102
2352,18
2353,153
2354,48
2356,96
2357,84
2358,111
2359,215
2360,162
2362,191
2363,91
2364,118
2365,177
2368,68
2369,284
2370,103
2371,38
2372,257
2373,155
2375,307
2376,96
2377,436
2380,48
2381,125
2382,154
2383,56
2384,550
2385,114
2386,57
2387,205
2388,82
2389,200
2390,59
2391,2
2392,13
2393,5
2394,248
2396,146
2398,49
2401,41
2403,313
2404,411
2405,195
2406,73
2407,336
2408,148
2409,202
2410,108
2411,162
2412,279
2413,350
2414,266
2415,293
2416,181
2417,65
2418,229
2419,166
2420,267
2421,211
2422,160
2423,402
2425,29
2426,141
2427,98
2428,123
2429,265
2430,93
2431,430
3602,97
3604,194
3606,204
3609,117
3610,28
3611,72
3612,178
3614,353
3615,102
3616,63
3618,201
3620,27
3621,36
3622,101
3623,131
3624,79
3627,424
3628,199
3629,67
3630,96
3634,58
3636,124
3637,78
3638,118
3640,124
3641,185
3642,131
3643,127
3644,85
3646,123
3647,77
3648,25
3649,96
3651,362
4901,61
4902,152
4903,70
4905,199
4906,301
4907,88
4908,65
4909,34
4911,76
4913,123
4914,195
4915,54
4916,50
4917,190
4918,188
4919,63
4923,208
4924,62
4925,69
4926,145
4928,90
4929,75
