station_id,count
2301,535
2302,205
2303,261
2304,39
2305,53
2306,616
2307,126
2308,291
2309,74
2310,92
2311,62
2312,122
2313,110
2314,139
2315,162
2317,228
2318,48
2319,118
2320,145
2321,102
2323,104
2324,298
2325,260
2326,94
2327,195
2328,135
2329,102
2330,112
2331,127
2332,476
2333,152
2334,30
2335,418
2336,60
2337,150
2339,138
2340,447
2341,66
2342,425
2343,30
2344,127
2347,28
2348,307
2349,70
2350,91
2351,143
2352,21
2353,160
2354,62
2356,137
2357,118
2358,105
2359,203
2360,172
2362,149
2363,51
2364,108
2365,164
2368,61
2369,282
2370,106
2371,37
2372,244
2373,216
2375,331
2376,120
2377,469
2380,78
2381,111
2382,116
2383,85
2384,602
2385,130
2386,78
2387,321
2388,57
2389,263
2390,96
2391,1
2392,15
2393,14
2394,264
2396,168
2398,55
2401,52
2403,276
2404,443
2405,252
2406,75
2408,170
2409,188
2410,155
2411,163
2412,319
2413,310
2414,268
2415,308
2416,161
2417,62
2418,272
2419,185
2420,266
2421,217
2422,198
2423,418
2425,46
2426,189
2427,119
2428,168
2429,256
2430,125
2431,388
3602,75
3604,192
3606,198
3609,127
3610,20
3611,94
3612,222
3614,354
3615,87
3616,65
3618,251
3620,47
3621,30
3622,69
3623,179
3624,70
3627,447
3628,221
3629,139
3630,148
3634,74
3636,164
3637,54
3638,147
3640,125
3641,261
3642,89
3643,204
3644,79
3646,189
3647,56
3648,38
3649,101
3651,358
4901,79
4902,130
4903,62
4905,235
4906,344
4907,74
4908,76
4909,51
4911,107
4913,100
4914,176
4915,63
4916,54
4917,201
4918,179
4919,47
4923,186
4924,47
