station_id,count
2301,464
2302,60
2303,259
2304,32
2305,49
2306,555
2307,104
2308,286
2309,61
2310,84
2311,46
2312,120
2313,88
2314,134
2315,126
2317,215
2318,31
2319,107
2320,139
2321,82
2323,69
2324,215
2325,215
2326,58
2327,156
2328,119
2329,91
2330,144
2331,122
2332,432
2333,147
2334,23
2335,350
2336,83
2337,93
2339,131
2340,399
2341,87
2342,328
2343,15
2344,101
2347,22
2348,254
2349,50
2350,70
2351,103
2352,12
2353,139
2354,57
2356,66
2357,71
2358,116
2359,160
2360,161
2362,164
2363,65
2364,94
2365,177
2368,72
2369,252
2370,90
2371,25
2372,238
2373,167
2375,298
2376,121
2377,438
2380,88
2381,85
2382,94
2383,64
2384,482
2385,123
2386,57
2387,267
2388,60
2389,206
2390,91
2392,11
2393,9
2394,220
2396,123
2398,53
2401,56
2403,235
2404,387
2405,164
2406,54
2408,132
2409,139
2410,187
2411,140
2412,250
2413,278
2414,226
2415,251
2416,179
2417,83
2418,214
2419,159
2420,216
2421,254
2422,149
2423,311
2425,30
2426,167
2427,96
2428,102
2429,272
2430,107
2431,355
3602,61
3604,203
3606,142
3609,141
3610,12
3611,76
3612,220
3614,306
3615,70
3616,65
3618,260
3620,14
3621,39
3622,57
3623,159
3624,60
3627,396
3628,217
3629,110
3630,131
3634,50
3636,146
3637,30
3638,105
3640,103
3641,168
3642,54
3643,139
3644,90
3646,159
3647,60
3648,41
3649,121
3651,273
4901,78
4902,134
4903,42
4905,217
4906,315
4907,71
4908,61
4909,33
4911,70
4913,86
4914,168
4915,52
4916,39
4917,165
4918,120
4919,36
4923,150
4924,48
