station_id,count
2301,50
2302,63
2303,92
2304,17
2305,21
2306,225
2307,30
2308,94
2309,15
2310,25
2311,15
2312,41
2313,38
2314,19
2315,44
2317,30
2318,17
2319,42
2320,59
2321,41
2323,30
2324,75
2325,96
2326,25
2327,69
2328,55
2329,25
2330,73
2331,62
2332,206
2333,81
2334,9
2335,167
2336,36
2337,38
2339,67
2340,145
2341,35
2342,136
2343,4
2344,27
2347,8
2348,93
2349,19
2350,15
2351,33
2352,2
2353,21
2354,12
2356,14
2357,36
2358,75
2359,61
2360,72
2362,50
2363,21
2364,26
2365,47
2368,17
2369,104
2370,42
2371,4
2372,45
2373,46
2375,134
2377,163
2380,26
2381,36
2382,80
2383,23
2384,76
2385,50
2386,8
2387,47
2388,22
2389,37
2390,36
2392,2
2393,1
2394,104
2396,16
2398,15
2401,22
2403,30
2404,134
2405,105
2406,29
2408,52
2409,73
2410,76
2411,72
2412,81
2413,63
2414,75
2415,135
2416,105
2417,20
2418,103
2419,45
2420,87
2421,76
2422,36
2423,78
2425,9
2426,51
2427,37
2428,59
2429,79
2430,58
2431,100
3602,35
3604,92
3606,53
3609,49
3610,3
3611,12
3612,51
3614,96
3615,22
3616,34
3618,102
3620,2
3621,15
3622,39
3623,26
3624,10
3627,37
3628,104
3629,42
3630,43
3634,24
3636,73
3637,22
3638,11
3640,30
3641,68
3642,24
3643,35
3644,21
3646,38
3647,44
3648,8
3649,50
3651,83
4901,59
4902,68
4903,15
4905,64
4906,130
4907,25
4908,11
4909,12
4911,49
4913,26
4914,39
4915,16
4916,20
4917,39
4918,79
4919,26
4923,8
4924,2
