station_id,count
2306,268
2332,263
2384,230
2335,203
2415,198
2377,183
2420,178
2431,172
2404,170
3614,170
2423,169
2340,153
2375,152
2407,151
2342,144
2403,143
4906,138
2394,136
2369,136
2325,131
2414,129
2412,128
2333,125
2413,124
2303,121
2372,115
2348,114
4923,113
2418,111
3604,109
2302,109
2429,108
3651,107
2308,105
4918,104
4914,102
2416,99
2387,98
3628,94
2409,93
2327,93
2405,92
3641,90
2421,90
2426,89
2389,88
3618,87
4917,86
2320,86
2359,82
2411,81
2331,81
4902,76
2324,75
3636,74
2382,72
2330,70
2410,70
2301,68
2339,68
2390,68
2427,67
2315,67
3646,66
4913,66
3630,65
2358,65
2326,64
2422,64
3643,62
2408,61
2360,60
4926,60
2381,59
4905,59
2328,59
3612,57
3627,56
2370,56
2385,55
2337,54
2365,54
2362,53
2357,52
2321,52
2319,51
2419,51
2430,49
2376,49
3649,48
2336,48
2344,47
2368,45
3647,45
3606,45
3640,45
2353,44
2373,43
2307,40
2349,39
3622,38
2388,38
2364,37
2350,36
2310,35
3609,35
3644,34
2312,34
4928,34
3602,33
4907,33
4901,33
2380,32
2313,31
2329,31
3624,31
2383,30
2341,30
3616,29
3615,28
2363,28
2351,28
3642,27
3623,26
2371,25
4908,25
3637,25
2386,23
2356,22
4919,22
4929,22
2417,22
2398,22
4915,21
4911,21
3611,21
2425,21
3629,21
3634,21
3638,20
2396,19
3620,19
4924,19
2354,19
2406,19
4903,18
4916,18
2304,18
2305,17
2334,17
2309,17
2314,17
3621,15
2318,14
2323,14
4925,14
2401,13
3610,12
2311,10
4930,10
2343,8
3648,8
2347,7
4909,6
2352,4
2392,3
2393,1
2391,1
