station_id,count
2301,409
2302,233
2303,261
2304,26
2305,37
2306,542
2307,120
2308,273
2309,49
2310,89
2311,30
2312,121
2313,88
2314,179
2315,152
2317,183
2318,39
2319,81
2320,162
2321,122
2323,101
2324,284
2325,273
2326,81
2327,172
2328,117
2329,82
2330,117
2331,122
2332,390
2333,155
2334,26
2335,418
2336,64
2337,114
2339,188
2340,477
2341,71
2342,361
2343,23
2344,172
2347,15
2348,180
2349,75
2350,48
2351,140
2352,18
2353,107
2354,83
2356,89
2357,99
2358,104
2359,160
2360,151
2362,182
2363,73
2364,79
2365,137
2368,51
2369,300
2370,117
2371,33
2372,330
2373,198
2375,343
2376,149
2377,504
2380,76
2381,94
2382,131
2383,71
2384,568
2385,134
2386,54
2387,317
2388,79
2389,290
2390,99
2392,8
2393,5
2394,256
2396,166
2398,34
2401,51
2403,315
2404,425
2405,208
2406,49
2407,66
2408,165
2409,177
2410,121
2411,189
2412,245
2413,357
2414,311
2415,299
2416,153
2417,54
2418,246
2419,183
2420,255
2421,197
2422,206
2423,416
2425,43
2426,185
2427,125
2428,133
2429,247
2430,67
2431,383
3602,68
3604,165
3606,208
3609,139
3610,28
3611,104
3612,331
3614,399
3615,50
3616,77
3618,251
3620,19
3621,31
3622,51
3623,144
3624,75
3627,435
3628,211
3629,125
3630,105
3634,57
3636,163
3637,63
3638,141
3640,126
3641,225
3642,109
3643,191
3644,104
3646,142
3647,71
3648,39
3649,121
3651,369
4901,51
4902,127
4903,49
4905,206
4906,332
4907,96
4908,74
4909,59
4911,81
4913,105
4914,174
4915,44
4916,50
4917,208
4918,198
4919,70
4923,207
4924,33
