station_id,count
2301,362
2302,192
2303,171
2304,40
2305,39
2306,482
2307,93
2308,206
2309,36
2310,60
2311,17
2312,118
2313,71
2314,77
2315,110
2317,176
2318,42
2319,79
2320,160
2321,78
2323,65
2324,186
2325,163
2326,69
2327,91
2328,93
2329,57
2330,97
2331,110
2332,311
2333,117
2334,26
2335,344
2336,67
2337,99
2339,106
2340,323
2341,69
2342,284
2343,22
2344,96
2347,19
2348,202
2349,53
2350,45
2351,115
2352,10
2353,84
2354,54
2356,62
2357,57
2358,126
2359,204
2360,123
2362,139
2363,49
2364,92
2365,103
2368,36
2369,182
2370,81
2371,31
2372,203
2373,127
2375,301
2376,70
2377,373
2380,88
2381,65
2382,112
2383,66
2384,444
2385,104
2386,30
2387,197
2388,47
2389,125
2390,70
2391,1
2392,5
2393,3
2394,188
2396,138
2398,22
2401,49
2403,161
2404,344
2405,133
2406,51
2408,154
2409,114
2410,128
2411,124
2412,220
2413,287
2414,214
2415,230
2416,126
2417,68
2418,173
2419,121
2420,204
2421,151
2422,161
2423,298
2425,30
2426,151
2427,90
2428,105
2429,192
2430,96
2431,286
3602,64
3604,121
3606,124
3609,83
3610,23
3611,54
3612,202
3614,304
3615,60
3616,55
3618,239
3620,2
3621,45
3622,48
3623,120
3624,42
3627,310
3628,121
3629,77
3630,125
3634,50
3636,104
3637,49
3638,82
3640,118
3641,138
3642,70
3643,138
3644,88
3646,99
3647,65
3648,36
3649,101
3651,254
4901,80
4902,92
4903,51
4905,148
4906,229
4907,80
4908,64
4909,19
4911,59
4913,55
4914,110
4915,36
4916,37
4917,110
4918,131
4919,29
4923,140
4924,27
