station_id,count
2301,144
2302,239
2303,232
2304,51
2305,44
2306,492
2307,70
2308,193
2309,52
2310,90
2311,35
2312,64
2313,52
2314,29
2315,110
2318,12
2319,87
2320,148
2321,82
2323,34
2324,144
2325,164
2326,98
2327,160
2328,119
2329,71
2330,141
2331,116
2332,528
2333,198
2334,25
2335,311
2336,72
2337,103
2339,74
2340,292
2341,60
2342,276
2343,13
2344,83
2347,21
2348,217
2349,60
2350,51
2351,66
2352,21
2353,135
2354,42
2356,81
2357,111
2358,122
2359,140
2360,133
2362,105
2363,57
2364,79
2365,121
2368,91
2369,255
2370,86
2371,34
2372,160
2373,94
2375,236
2376,75
2377,272
2380,63
2381,140
2382,114
2383,47
2384,409
2385,104
2386,33
2387,150
2388,58
2389,152
2390,104
2391,1
2392,7
2393,5
2394,224
2396,42
2398,45
2401,23
2403,285
2404,351
2405,222
2406,37
2407,296
2408,89
2409,177
2410,75
2411,120
2412,216
2413,215
2414,182
2415,300
2416,193
2417,49
2418,208
2419,132
2420,296
2421,215
2422,117
2423,336
2425,30
2426,146
2427,95
2428,35
2429,203
2430,95
2431,297
3602,84
3604,180
3606,106
3609,122
3610,20
3611,47
3612,98
3614,376
3615,92
3616,67
3618,151
3620,18
3621,24
3622,76
3623,40
3624,61
3627,117
3628,178
3629,47
3630,102
3634,59
3636,139
3637,53
3638,37
3640,99
3641,176
3642,62
3643,115
3644,66
3646,169
3647,72
3648,31
3649,66
3651,186
4901,45
4902,131
4903,28
4905,104
4906,234
4907,45
4908,41
4909,23
4911,61
4913,79
4914,148
4915,35
4916,23
4917,145
4918,211
4919,48
4923,177
4924,45
4925,49
4926,83
4928,42
4929,75
4930,15
