station_id,count
2301,143
2302,157
2303,134
2304,21
2305,33
2306,317
2307,64
2308,138
2309,25
2310,50
2311,19
2312,59
2313,52
2314,29
2315,63
2317,80
2318,19
2319,49
2320,84
2321,43
2323,40
2324,121
2325,94
2326,53
2327,85
2328,65
2329,39
2330,112
2331,80
2332,261
2333,91
2334,19
2335,215
2336,43
2337,56
2339,86
2340,216
2341,41
2342,175
2343,5
2344,43
2347,15
2348,133
2349,33
2350,30
2351,47
2352,9
2353,60
2354,28
2356,45
2357,35
2358,70
2359,85
2360,91
2362,90
2363,32
2364,65
2365,61
2368,38
2369,144
2370,54
2371,15
2372,74
2373,90
2375,175
2376,27
2377,195
2380,53
2381,48
2382,81
2383,50
2384,158
2385,72
2386,26
2387,74
2388,20
2389,72
2390,35
2392,4
2393,1
2394,113
2396,43
2398,19
2401,16
2403,54
2404,188
2405,127
2406,26
2408,70
2409,123
2410,103
2411,97
2412,115
2413,107
2414,131
2415,156
2416,134
2417,35
2418,169
2419,61
2420,139
2421,87
2422,79
2423,148
2425,17
2426,68
2427,72
2428,56
2429,99
2430,66
2431,162
3602,43
3604,102
3606,55
3609,68
3610,7
3611,29
3612,64
3614,134
3615,36
3616,28
3618,128
3620,7
3621,24
3622,43
3623,40
3624,20
3627,124
3628,128
3629,42
3630,70
3634,24
3636,87
3637,21
3638,34
3640,60
3641,80
3642,34
3643,51
3644,32
3646,61
3647,56
3648,17
3649,71
3651,139
4901,80
4902,98
4903,24
4905,87
4906,167
4907,73
4908,22
4909,28
4911,60
4913,34
4914,77
4915,31
4916,19
4917,66
4918,89
4919,24
4923,62
4924,24
