target,day_type,intercept,sin_hour_coef,cos_hour_coef,formula
rental_count,weekday,1.5985155195681517,-0.7393320381546844,-0.4363975974474493,1.598516 + (-0.739332 * sin(2pi*hour/24)) + (-0.436398 * cos(2pi*hour/24))
rental_count,offday,1.5444915254237293,-1.0205810792148882,-0.5817954807452734,1.544492 + (-1.020581 * sin(2pi*hour/24)) + (-0.581795 * cos(2pi*hour/24))
return_count,weekday,1.7348178137651828,-1.4482211760537251,-0.011720093936036223,1.734818 + (-1.448221 * sin(2pi*hour/24)) + (-0.011720 * cos(2pi*hour/24))
return_count,offday,1.779661016949153,-1.4246789506368194,-0.41359116383252337,1.779661 + (-1.424679 * sin(2pi*hour/24)) + (-0.413591 * cos(2pi*hour/24))
