target,day_type,intercept,sin_hour_coef,cos_hour_coef,formula
rental_count,weekday,1.8711201079622135,-1.0935494399307226,-0.880550516776783,1.871120 + (-1.093549 * sin(2pi*hour/24)) + (-0.880551 * cos(2pi*hour/24))
rental_count,offday,1.1624293785310738,-0.8791431316241235,-0.4497613366358044,1.162429 + (-0.879143 * sin(2pi*hour/24)) + (-0.449761 * cos(2pi*hour/24))
return_count,weekday,2.004048582995952,-0.36894220701918584,-1.202743768444616,2.004049 + (-0.368942 * sin(2pi*hour/24)) + (-1.202744 * cos(2pi*hour/24))
return_count,offday,1.2044491525423733,-0.783243920362187,-0.5922845433684133,1.204449 + (-0.783244 * sin(2pi*hour/24)) + (-0.592285 * cos(2pi*hour/24))
