target,granularity,year,key,series,value
rental_count,hour,2023,0,actual_value,0.7671232876712328
rental_count,hour,2023,0,prediction,0.6647441877922495
rental_count,hour,2023,1,actual_value,0.5726027397260274
rental_count,hour,2023,1,prediction,0.47364380118918736
rental_count,hour,2023,2,actual_value,0.40273972602739727
rental_count,hour,2023,2,prediction,0.3809321079563842
rental_count,hour,2023,3,actual_value,0.3452054794520548
rental_count,hour,2023,3,prediction,0.36130801109339034
rental_count,hour,2023,4,actual_value,0.28493150684931506
rental_count,hour,2023,4,prediction,0.427161314631511
rental_count,hour,2023,5,actual_value,0.3780821917808219
rental_count,hour,2023,5,prediction,0.41914024258916344
rental_count,hour,2023,6,actual_value,0.4794520547945205
rental_count,hour,2023,6,prediction,0.61436918949683
rental_count,hour,2023,7,actual_value,1.4931506849315068
rental_count,hour,2023,7,prediction,1.4535885217443048
rental_count,hour,2023,8,actual_value,2.5287671232876714
rental_count,hour,2023,8,prediction,2.415509083316825
rental_count,hour,2023,9,actual_value,2.347945205479452
rental_count,hour,2023,9,prediction,2.5073636862279165
rental_count,hour,2023,10,actual_value,2.4273972602739726
rental_count,hour,2023,10,prediction,2.175536369801988
rental_count,hour,2023,11,actual_value,2.0575342465753423
rental_count,hour,2023,11,prediction,2.0475680457538257
rental_count,hour,2023,12,actual_value,1.9479452054794522
rental_count,hour,2023,12,prediction,2.049668053928953
rental_count,hour,2023,13,actual_value,2.293150684931507
rental_count,hour,2023,13,prediction,2.2148800141297227
rental_count,hour,2023,14,actual_value,2.232876712328767
rental_count,hour,2023,14,prediction,2.1075067329049815
rental_count,hour,2023,15,actual_value,2.315068493150685
rental_count,hour,2023,15,prediction,2.1767360371288986
rental_count,hour,2023,16,actual_value,2.5452054794520547
rental_count,hour,2023,16,prediction,2.730612083419328
rental_count,hour,2023,17,actual_value,3.5424657534246577
rental_count,hour,2023,17,prediction,3.5052637765427037
rental_count,hour,2023,18,actual_value,3.852054794520548
rental_count,hour,2023,18,prediction,3.921320686280008
rental_count,hour,2023,19,actual_value,2.336986301369863
rental_count,hour,2023,19,prediction,2.5624419119508226
rental_count,hour,2023,20,actual_value,1.6904109589041096
rental_count,hour,2023,20,prediction,1.6658730067353997
rental_count,hour,2023,21,actual_value,1.347945205479452
rental_count,hour,2023,21,prediction,1.3142585385623395
rental_count,hour,2023,22,actual_value,1.1369863013698631
rental_count,hour,2023,22,prediction,1.1703625080060365
rental_count,hour,2023,23,actual_value,0.8849315068493151
rental_count,hour,2023,23,prediction,0.8511709929268206
rental_count,month,2023,1,actual_value,0.7876344086021505
rental_count,month,2023,1,prediction,0.9568114568506879
rental_count,month,2023,2,actual_value,1.0982142857142858
rental_count,month,2023,2,prediction,1.1481166112222658
rental_count,month,2023,3,actual_value,1.5161290322580645
rental_count,month,2023,3,prediction,1.4566967769289827
rental_count,month,2023,4,actual_value,1.7819444444444446
rental_count,month,2023,4,prediction,2.089319208155109
rental_count,month,2023,5,actual_value,1.989247311827957
rental_count,month,2023,5,prediction,1.8822693071353405
rental_count,month,2023,6,actual_value,1.9902777777777778
rental_count,month,2023,6,prediction,2.205348388272786
rental_count,month,2023,7,actual_value,1.586021505376344
rental_count,month,2023,7,prediction,1.8244267765306827
rental_count,month,2023,8,actual_value,1.821236559139785
rental_count,month,2023,8,prediction,1.9019012435589042
rental_count,month,2023,9,actual_value,1.9208333333333334
rental_count,month,2023,9,prediction,1.9063570263614038
rental_count,month,2023,10,actual_value,2.4260752688172045
rental_count,month,2023,10,prediction,1.9506487606434764
rental_count,month,2023,11,actual_value,2.0375
rental_count,month,2023,11,prediction,1.7009736237206439
rental_count,month,2023,12,actual_value,1.1276881720430108
rental_count,month,2023,12,prediction,1.0702925866469248
rental_count,hour,2024,0,actual_value,0.674863387978142
rental_count,hour,2024,0,prediction,0.6781493589588671
rental_count,hour,2024,1,actual_value,0.4562841530054645
rental_count,hour,2024,1,prediction,0.4826797442843566
rental_count,hour,2024,2,actual_value,0.3907103825136612
rental_count,hour,2024,2,prediction,0.3879745521347039
rental_count,hour,2024,3,actual_value,0.3360655737704918
rental_count,hour,2024,3,prediction,0.36773354537236624
rental_count,hour,2024,4,actual_value,0.3797814207650273
rental_count,hour,2024,4,prediction,0.43428136620886276
rental_count,hour,2024,5,actual_value,0.21584699453551912
rental_count,hour,2024,5,prediction,0.42168138476103745
rental_count,hour,2024,6,actual_value,0.8333333333333334
rental_count,hour,2024,6,prediction,0.6211672575917678
rental_count,hour,2024,7,actual_value,1.639344262295082
rental_count,hour,2024,7,prediction,1.4765902838520744
rental_count,hour,2024,8,actual_value,2.530054644808743
rental_count,hour,2024,8,prediction,2.4544392001949005
rental_count,hour,2024,9,actual_value,2.5628415300546448
rental_count,hour,2024,9,prediction,2.5461519341094525
rental_count,hour,2024,10,actual_value,1.9426229508196722
rental_count,hour,2024,10,prediction,2.207727913691215
rental_count,hour,2024,11,actual_value,1.9125683060109289
rental_count,hour,2024,11,prediction,2.077326345856756
rental_count,hour,2024,12,actual_value,1.959016393442623
rental_count,hour,2024,12,prediction,2.079514271048342
rental_count,hour,2024,13,actual_value,1.9398907103825136
rental_count,hour,2024,13,prediction,2.2478264555757232
rental_count,hour,2024,14,actual_value,2.1939890710382515
rental_count,hour,2024,14,prediction,2.13896859727676
rental_count,hour,2024,15,actual_value,2.273224043715847
rental_count,hour,2024,15,prediction,2.2099544503010806
rental_count,hour,2024,16,actual_value,2.76775956284153
rental_count,hour,2024,16,prediction,2.7746484096313284
