target,time,split,day_type,month,hour,actual_value,pattern_prior,prediction,abs_error
rental_count,2025-04-20 15:00:00,test,offday,4,15,16,2.2435085170055653,2.006390309857785,13.993609690142215
rental_count,2025-05-18 15:00:00,test,offday,5,15,12,2.3538694069251647,2.1337204456143217,9.866279554385677
rental_count,2025-04-10 19:00:00,test,weekday,4,19,12,2.133344408889607,2.6592920076867106,9.34070799231329
rental_count,2025-04-06 15:00:00,test,offday,4,15,11,2.2435085170055653,2.006390309857785,8.993609690142215
rental_count,2025-09-15 19:00:00,test,weekday,9,19,11,2.219113233526808,2.784746300337398,8.215253699662602
rental_count,2025-04-17 18:00:00,test,weekday,4,18,11,2.2063752321189742,3.00136346544425,7.99863653455575
rental_count,2025-07-09 19:00:00,test,weekday,7,19,10,1.7125772243132573,2.043834704465703,7.956165295534297
rental_count,2025-09-29 21:00:00,test,weekday,9,21,10,1.9073668739240057,2.1490994440422044,7.850900555957796
rental_count,2025-09-30 08:00:00,test,weekday,9,8,10,0.6998156283871447,2.1808295006281018,7.819170499371898
rental_count,2025-08-08 18:00:00,test,weekday,8,18,10,1.7430696056219601,2.270731640114751,7.729268359885249
rental_count,2025-09-28 00:00:00,test,offday,9,0,8,0.8592479058319985,0.6365204351951292,7.363479564804871
rental_count,2025-10-22 19:00:00,test,weekday,10,19,10,2.3011331737199625,2.9047170895339294,7.095282910466071
rental_count,2025-07-02 19:00:00,test,weekday,7,19,9,1.7125772243132573,2.043834704465703,6.956165295534297
rental_count,2025-07-23 19:00:00,test,weekday,7,19,9,1.7125772243132573,2.043834704465703,6.956165295534297
rental_count,2025-09-11 21:00:00,test,weekday,9,21,9,1.9073668739240057,2.1490994440422044,6.850900555957796
rental_count,2025-09-30 21:00:00,test,weekday,9,21,9,1.9073668739240057,2.1490994440422044,6.850900555957796
rental_count,2025-05-18 11:00:00,test,offday,5,11,8,1.5893110856698387,1.2923294064654112,6.707670593534589
rental_count,2025-09-14 12:00:00,test,offday,9,12,8,1.82895066188086,1.5540003936675384,6.445999606332462
rental_count,2025-04-27 07:00:00,test,offday,4,7,7,0.5634376926716134,0.636267523928044,6.363732476071956
rental_count,2025-09-11 19:00:00,test,weekday,9,19,9,2.219113233526808,2.784746300337398,6.215253699662602
rental_count,2025-04-11 15:00:00,test,weekday,4,15,8,2.071294229960846,1.8791451957783143,6.120854804221686
rental_count,2025-04-18 15:00:00,test,weekday,4,15,8,2.071294229960846,1.8791451957783143,6.120854804221686
rental_count,2025-06-09 19:00:00,test,weekday,6,19,9,2.284638264201403,2.880589940599089,6.119410059400911
rental_count,2025-07-07 19:00:00,test,weekday,7,19,8,1.7125772243132573,2.043834704465703,5.956165295534297
rental_count,2025-08-15 22:00:00,test,offday,8,22,7,1.0492516482754528,1.0510123739171018,5.948987626082898
rental_count,2025-04-17 20:00:00,test,weekday,4,20,8,2.006213770504199,2.0778890763634323,5.922110923636568
rental_count,2025-09-18 21:00:00,test,weekday,9,21,8,1.9073668739240057,2.1490994440422044,5.850900555957796
rental_count,2025-09-26 21:00:00,test,weekday,9,21,8,1.9073668739240057,2.1490994440422044,5.850900555957796
rental_count,2025-05-14 21:00:00,test,weekday,5,21,8,1.9238463703716246,2.170696834122536,5.829303165877464
rental_count,2025-05-30 21:00:00,test,weekday,5,21,8,1.9238463703716246,2.170696834122536,5.829303165877464
rental_count,2025-05-30 18:00:00,test,weekday,5,18,9,2.3149094909673478,3.1725217227974714,5.827478277202529
rental_count,2025-09-29 08:00:00,test,weekday,9,8,8,0.6998156283871447,2.1808295006281018,5.819170499371898
rental_count,2025-06-05 18:00:00,test,weekday,6,18,9,2.3628483331057413,3.2481211581002127,5.751878841899787
rental_count,2025-10-16 20:00:00,test,weekday,10,20,8,2.1640036375016978,2.2753781003268436,5.724621899673156
rental_count,2025-12-09 18:00:00,test,weekday,12,18,7,1.1644363859289362,1.3582284859936045,5.641771514006395
rental_count,2025-11-13 09:00:00,test,weekday,11,9,7,0.7627936960984474,1.4060866632146092,5.593913336785391
rental_count,2025-11-08 14:00:00,test,offday,11,14,7,1.926957639042352,1.451074618645484,5.5489253813545165
rental_count,2025-11-22 14:00:00,test,offday,11,14,7,1.926957639042352,1.451074618645484,5.5489253813545165
rental_count,2025-06-01 17:00:00,test,offday,6,17,8,2.4225669297824,2.5178297270318635,5.482170272968137
rental_count,2025-10-26 17:00:00,test,offday,10,17,8,2.4400576734749837,2.5401559847534463,5.459844015246554
rental_count,2025-08-22 21:00:00,test,weekday,8,21,7,1.448608745683443,1.5478688008834665,5.4521311991165335
rental_count,2025-05-28 09:00:00,test,weekday,5,9,7,0.8869174544175249,1.6114969582185346,5.388503041781465
rental_count,2025-04-21 19:00:00,test,weekday,4,19,8,2.133344408889607,2.6592920076867106,5.340707992313289
rental_count,2025-04-06 14:00:00,test,offday,4,14,7,2.1354707747551975,1.6676302491451507,5.332369750854849
rental_count,2025-10-23 14:00:00,test,weekday,10,14,7,2.0693496715481685,1.6742597404724417,5.325740259527558
rental_count,2025-10-08 19:00:00,test,offday,10,19,8,2.179803830839766,2.714373836687177,5.285626163312823
rental_count,2025-02-28 17:00:00,test,weekday,2,17,6,0.991502543140128,0.7390605258998307,5.260939474100169
rental_count,2025-09-07 14:00:00,test,offday,9,14,7,2.221325087652184,1.756796021828781,5.243203978171219
rental_count,2025-09-27 14:00:00,test,offday,9,14,7,2.221325087652184,1.756796021828781,5.243203978171219
rental_count,2025-03-28 19:00:00,test,weekday,3,19,7,1.5554501138526702,1.8140044534104787,5.185995546589521
rental_count,2025-11-03 21:00:00,test,weekday,11,21,7,1.6546048071013781,1.817839264337636,5.1821607356623645
rental_count,2025-03-22 10:00:00,test,offday,3,10,6,0.9158818510494736,0.8274897932628587,5.172510206737141
rental_count,2025-05-26 22:00:00,test,weekday,5,22,7,1.707458399100605,1.8385987274295528,5.161401272570448
rental_count,2025-02-25 19:00:00,test,weekday,2,19,6,0.952658867770671,0.9323000612478809,5.067699938752119
rental_count,2025-05-19 15:00:00,test,weekday,5,15,7,2.1731836913875004,1.9949885455972751,5.005011454402725
rental_count,2025-04-11 18:00:00,test,weekday,4,18,8,2.2063752321189742,3.00136346544425,4.99863653455575
rental_count,2025-08-04 19:00:00,test,weekday,8,19,7,1.6853741572723133,2.004044704451285,4.995955295548715
