target,time,split,day_type,month,hour,actual_value,pattern_prior,prediction,abs_error
rental_count,2025-06-04 19:00:00,test,weekday,6,19,13,2.774456119125881,3.014108116704004,9.985891883295995
rental_count,2025-06-09 17:00:00,test,weekday,6,17,14,3.4435835602410716,4.2536676319394005,9.7463323680606
rental_count,2025-09-29 20:00:00,test,weekday,9,20,10,2.1264900858248073,1.7036030117559284,8.296396988244071
rental_count,2025-08-19 09:00:00,test,weekday,8,9,11,2.147918371089543,2.926595229094228,8.073404770905771
rental_count,2025-04-12 12:00:00,test,offday,4,12,9,1.6250684715638566,1.2298356044322203,7.77016439556778
rental_count,2025-09-25 12:00:00,test,weekday,9,12,10,3.161156306600162,2.319046270409776,7.6809537295902235
rental_count,2025-10-11 14:00:00,test,offday,10,14,9,1.9209329571068412,1.3688114116753516,7.631188588324648
rental_count,2025-10-15 11:00:00,test,weekday,10,11,10,3.015480171083192,2.4407456717493208,7.559254328250679
rental_count,2025-04-16 18:00:00,test,weekday,4,18,12,3.0296093788535297,4.556674886094774,7.443325113905226
rental_count,2025-04-29 18:00:00,test,weekday,4,18,12,3.0296093788535297,4.556674886094774,7.443325113905226
rental_count,2025-08-25 08:00:00,test,weekday,8,8,10,1.7951609750995319,2.9212257974803517,7.078774202519648
rental_count,2025-03-07 18:00:00,test,weekday,3,18,10,2.055104066571982,2.9762811439348766,7.023718856065123
rental_count,2025-06-05 19:00:00,test,weekday,6,19,10,2.774456119125881,3.014108116704004,6.985891883295996
rental_count,2025-06-17 19:00:00,test,weekday,6,19,10,2.774456119125881,3.014108116704004,6.985891883295996
rental_count,2025-11-13 17:00:00,test,weekday,11,17,10,2.6026889995434397,3.168804487054369,6.831195512945631
rental_count,2025-04-04 16:00:00,test,weekday,4,16,10,3.5360930872616536,3.192755316407255,6.807244683592745
rental_count,2025-06-19 17:00:00,test,weekday,6,17,11,3.4435835602410716,4.2536676319394005,6.7463323680605995
rental_count,2025-05-20 15:00:00,test,weekday,5,15,9,3.2699450612162515,2.28782034590753,6.71217965409247
rental_count,2025-04-09 21:00:00,test,weekday,4,21,8,1.8915764975342995,1.4104237727480686,6.589576227251931
rental_count,2025-07-02 17:00:00,test,weekday,7,17,10,2.8799553761714862,3.5265141065220353,6.473485893477965
rental_count,2025-04-11 11:00:00,test,weekday,4,11,9,3.133703271627763,2.5340065907955496,6.465993409204451
rental_count,2025-07-09 20:00:00,test,weekday,7,20,8,1.983900211785926,1.5936761777137698,6.406323822286231
rental_count,2025-05-13 17:00:00,test,weekday,5,17,10,2.9722186718228847,3.645545735166171,6.354454264833829
