target,granularity,year,key,series,value
rental_count,hour,2023,0,actual_value,0.736986301369863
rental_count,hour,2023,0,prediction,0.8048316792671436
rental_count,hour,2023,1,actual_value,0.4520547945205479
rental_count,hour,2023,1,prediction,0.4923329223000598
rental_count,hour,2023,2,actual_value,0.1917808219178082
rental_count,hour,2023,2,prediction,0.20202357460972892
rental_count,hour,2023,3,actual_value,0.13150684931506848
rental_count,hour,2023,3,prediction,0.16859595671949132
rental_count,hour,2023,4,actual_value,0.06027397260273973
rental_count,hour,2023,4,prediction,0.10864747230666767
rental_count,hour,2023,5,actual_value,0.03287671232876712
rental_count,hour,2023,5,prediction,0.10238396962071745
rental_count,hour,2023,6,actual_value,0.6794520547945205
rental_count,hour,2023,6,prediction,0.7349237091159061
rental_count,hour,2023,7,actual_value,1.063013698630137
rental_count,hour,2023,7,prediction,0.8709228167462337
rental_count,hour,2023,8,actual_value,4.197260273972603
rental_count,hour,2023,8,prediction,4.143215680370006
rental_count,hour,2023,9,actual_value,1.095890410958904
rental_count,hour,2023,9,prediction,1.014206450079326
rental_count,hour,2023,10,actual_value,1.2493150684931507
rental_count,hour,2023,10,prediction,1.2514234099612445
rental_count,hour,2023,11,actual_value,1.189041095890411
rental_count,hour,2023,11,prediction,1.0510214948019352
rental_count,hour,2023,12,actual_value,1.2904109589041095
rental_count,hour,2023,12,prediction,1.4093564663754448
rental_count,hour,2023,13,actual_value,1.2301369863013698
rental_count,hour,2023,13,prediction,1.32915261540431
rental_count,hour,2023,14,actual_value,1.463013698630137
rental_count,hour,2023,14,prediction,1.5769441951034533
rental_count,hour,2023,15,actual_value,1.5123287671232877
rental_count,hour,2023,15,prediction,1.290831443433502
rental_count,hour,2023,16,actual_value,1.6684931506849314
rental_count,hour,2023,16,prediction,1.5751819015333426
rental_count,hour,2023,17,actual_value,2.638356164383562
rental_count,hour,2023,17,prediction,2.365611019915651
rental_count,hour,2023,18,actual_value,3.6794520547945204
rental_count,hour,2023,18,prediction,4.048944362941698
rental_count,hour,2023,19,actual_value,2.5726027397260274
rental_count,hour,2023,19,prediction,2.6290045926465937
rental_count,hour,2023,20,actual_value,2.1506849315068495
rental_count,hour,2023,20,prediction,2.186145349271456
rental_count,hour,2023,21,actual_value,1.8602739726027397
rental_count,hour,2023,21,prediction,1.7263662864851814
rental_count,hour,2023,22,actual_value,1.463013698630137
rental_count,hour,2023,22,prediction,1.6175022872390548
rental_count,hour,2023,23,actual_value,1.2493150684931507
rental_count,hour,2023,23,prediction,1.15897379648777
rental_count,month,2023,1,actual_value,0.5672043010752689
rental_count,month,2023,1,prediction,0.6504011419894625
rental_count,month,2023,2,actual_value,0.9955357142857143
rental_count,month,2023,2,prediction,0.8929583698905394
rental_count,month,2023,3,actual_value,1.5336021505376345
rental_count,month,2023,3,prediction,1.3470922539117185
rental_count,month,2023,4,actual_value,1.5708333333333333
rental_count,month,2023,4,prediction,1.6524224943829047
rental_count,month,2023,5,actual_value,1.76747311827957
rental_count,month,2023,5,prediction,1.7650384378001363
rental_count,month,2023,6,actual_value,1.7916666666666667
rental_count,month,2023,6,prediction,1.9601561792535043
rental_count,month,2023,7,actual_value,1.3521505376344085
rental_count,month,2023,7,prediction,1.3234917027520219
rental_count,month,2023,8,actual_value,1.375
rental_count,month,2023,8,prediction,1.5219949487762594
rental_count,month,2023,9,actual_value,1.6541666666666666
rental_count,month,2023,9,prediction,1.7178150106065209
rental_count,month,2023,10,actual_value,2.077956989247312
rental_count,month,2023,10,prediction,1.8205703576964052
rental_count,month,2023,11,actual_value,1.4291666666666667
rental_count,month,2023,11,prediction,1.4244795618109805
rental_count,month,2023,12,actual_value,0.7997311827956989
rental_count,month,2023,12,prediction,0.8386041658419421
rental_count,hour,2024,0,actual_value,0.73224043715847
rental_count,hour,2024,0,prediction,0.8464649249496746
rental_count,hour,2024,1,actual_value,0.45901639344262296
rental_count,hour,2024,1,prediction,0.5175801870227487
rental_count,hour,2024,2,actual_value,0.21311475409836064
rental_count,hour,2024,2,prediction,0.21055971237962343
rental_count,hour,2024,3,actual_value,0.12021857923497267
rental_count,hour,2024,3,prediction,0.17483730701614023
rental_count,hour,2024,4,actual_value,0.07377049180327869
rental_count,hour,2024,4,prediction,0.11090427181011876
rental_count,hour,2024,5,actual_value,0.11475409836065574
rental_count,hour,2024,5,prediction,0.10399973277954641
rental_count,hour,2024,6,actual_value,0.7513661202185792
rental_count,hour,2024,6,prediction,0.7724633017846652
rental_count,hour,2024,7,actual_value,1.1366120218579234
rental_count,hour,2024,7,prediction,0.91337580146668
rental_count,hour,2024,8,actual_value,4.691256830601093
rental_count,hour,2024,8,prediction,4.342737860671306
rental_count,hour,2024,9,actual_value,0.8743169398907104
rental_count,hour,2024,9,prediction,1.061398793966239
rental_count,hour,2024,10,actual_value,1.1147540983606556
rental_count,hour,2024,10,prediction,1.309414049450341
rental_count,hour,2024,11,actual_value,0.9672131147540983
rental_count,hour,2024,11,prediction,1.100296186568968
rental_count,hour,2024,12,actual_value,1.2349726775956285
rental_count,hour,2024,12,prediction,1.4752593556927336
rental_count,hour,2024,13,actual_value,1.2978142076502732
rental_count,hour,2024,13,prediction,1.3921683782580183
rental_count,hour,2024,14,actual_value,1.407103825136612
rental_count,hour,2024,14,prediction,1.6516948205182733
rental_count,hour,2024,15,actual_value,1.2431693989071038
rental_count,hour,2024,15,prediction,1.3534637291799916
rental_count,hour,2024,16,actual_value,1.510928961748634
rental_count,hour,2024,16,prediction,1.6510904110655582
rental_count,hour,2024,17,actual_value,2.3934426229508197
rental_count,hour,2024,17,prediction,2.4777768712952404
rental_count,hour,2024,18,actual_value,4.494535519125683
rental_count,hour,2024,18,prediction,4.238857207557571
rental_count,hour,2024,19,actual_value,2.8333333333333335
rental_count,hour,2024,19,prediction,2.754902928337384
rental_count,hour,2024,20,actual_value,2.1065573770491803
rental_count,hour,2024,20,prediction,2.292352051839058
rental_count,hour,2024,21,actual_value,1.5792349726775956
rental_count,hour,2024,21,prediction,1.8116068778878671
