station_id,mapped_dong_code,mapped_dong_name,station_name,주소,latitude,longitude,total_return_count,return_7_10_count,return_11_14_count,return_17_20_count,dominant_ratio,district_hypothesis,life_pop_7_10_mean,life_pop_11_14_mean,life_pop_17_20_mean,arrival_7_10_ratio,arrival_11_14_ratio,arrival_17_20_ratio,morning_net_inflow,evening_net_inflow,subway_distance_m,bus_stop_count_300m,cluster
2311,11680565,청담동, 학동로 래미안 아파트 앞,서울특별시 강남구 학동로 지하 508,37.51777267,127.04302216,2767,435,482,810,0.2927358149620527,주거지구 후보,44485.18132588919,53001.089906737354,42721.22389463064,0.1572099747018431,0.1741958800144561,0.2927358149620527,-801.0,-728.0,168.44798043937465,36,3
2312,11680565,청담동, 청담역 13번 출구 앞,서울특별시 강남구 영동대로 703,37.52058029,127.05632782,6181,667,858,2222,0.3594887558647468,주거지구 후보,44485.18132588919,53001.089906737354,42721.22389463064,0.1079113412069244,0.1388124898883675,0.3594887558647468,-2109.0,465.0,295.3513348985482,36,2
2313,11680565,청담동, 금원빌딩 앞,서울특별시 강남구 도산대로 539,37.52511597,127.05246735,9089,3006,1166,1833,0.3307294531851689,업무/상업지구 후보,44485.18132588919,53001.089906737354,42721.22389463064,0.3307294531851689,0.128286940257454,0.2016723511937506,2160.0,-523.0,644.1989428798224,28,0
2314,11680580,삼성1동, 청담나들목입구,서울특별시 강남구 영동대로128길 59,37.52101517,127.06015015,6533,1014,948,2330,0.3566508495331394,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1552120006122761,0.1451094443594061,0.3566508495331394,355.0,443.0,627.1679745915606,8,2
2315,11680580,삼성1동, 봉은사역 5번출구 옆,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.06111908,10146,1776,2102,3072,0.3027794204612655,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1750443524541691,0.2071752414744727,0.3027794204612655,-1714.0,634.0,77.16079792992284,36,3
2317,11680580,삼성1동, 삼성도로공원,서울특별시 강남구 영동대로112길 66,37.51588821,127.06620026,7886,1178,1469,2727,0.3458026883083946,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1493786457012427,0.186279482627441,0.3458026883083946,241.0,724.0,557.0782178184421,20,3
2318,11680580,삼성1동, 삼성중앙역4번출구(문화센터더 리빌),서울특별시 강남구 봉은사로 531,37.51357651,127.05503082,2620,437,539,790,0.3015267175572519,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.166793893129771,0.2057251908396946,0.3015267175572519,-270.0,-269.0,166.57297561818308,16,3
2319,11680590,삼성2동, 포스코사거리 서측(수협 삼성동 지점),서울특별시 강남구 테헤란로 435,37.50660706,127.05467987,13313,4402,3042,2390,0.3306542477277848,업무/상업지구 후보,43883.83807841997,47708.349203659374,38582.2189622435,0.3306542477277848,0.2284984601517314,0.1795237737549763,3096.0,-1423.0,553.4290212076004,40,0
2320,11680600,대치1동, 도곡역 대치지구대 방향,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.05696869,12008,1635,2538,3537,0.2945536309127248,주거지구 후보,27048.917656600548,28649.684428112178,33072.03014121067,0.1361592271818787,0.2113590939373751,0.2945536309127248,248.0,382.0,174.4177059112112,32,3
2321,11680610,대치2동, 학여울역 사거리,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.06944275,8257,961,1579,2595,0.3142787937507569,주거지구 후보,54042.53933621752,64417.24090506156,55294.00449155267,0.1163860966452706,0.1912316822090347,0.3142787937507569,-914.0,240.0,118.34789748598486,28,3
2323,11680610,대치2동, 주식회사 오뚜기 정문 앞,서울특별시 강남구 영동대로 308,37.50221252,127.06720734,10069,5885,1653,1116,0.5844671764822723,업무/상업지구 후보,54042.53933621752,64417.24090506156,55294.00449155267,0.5844671764822723,0.1641672460025821,0.1108352368656271,5101.0,-3404.0,685.5983061163457,28,1
2324,11680610,대치2동, 천주교 대치 2동 교회 옆,서울특별시 강남구 도곡로 540,37.50043869,127.06622314,17720,3041,3704,5149,0.2905756207674944,주거지구 후보,54042.53933621752,64417.24090506156,55294.00449155267,0.1716139954853273,0.2090293453724604,0.2905756207674944,623.0,603.0,570.0386388309337,32,3
2325,11680630,대치4동, 대치삼성아파트 앞 교차로,서울특별시 강남구 도곡로 447,37.4986496,127.05931854,17639,2582,4205,5725,0.324564884630648,주거지구 후보,39589.97909316005,50739.38959329685,50623.27934124487,0.1463801802823289,0.2383921991042576,0.324564884630648,514.0,678.0,589.106388130041,24,3
2326,11680630,대치4동, 대치동 삼성로,서울특별시 강남구 삼성로 350,37.50239563,127.05879974,8227,1162,1539,2604,0.3165187796280539,주거지구 후보,39589.97909316005,50739.38959329685,50623.27934124487,0.1412422511243466,0.1870669745958429,0.3165187796280539,-842.0,-1062.0,813.6697752894522,24,3
2327,11680640,역삼1동, 뱅뱅사거리 랜드마크타워 앞,서울특별시 강남구 강남대로 308,37.49055099,127.03146362,16593,5741,2905,3746,0.3459892725848249,업무/상업지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.3459892725848249,0.1750738263123003,0.2257578496956548,3382.0,-2262.0,708.8350334148257,48,0
2328,11680640,역삼1동, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,서울특별시 강남구 언주로 506,37.50321198,127.04273224,12169,3636,2475,2647,0.2987920124907552,업무/상업지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.2987920124907552,0.2033856520667269,0.2175199276851014,739.0,-443.0,497.14653847414985,32,0
2329,11680650,역삼2동, 르네상스호텔사거리 역삼지하보도 2번출구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,9854,2748,2224,1962,0.27887152425411,업무/상업지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.27887152425411,0.2256951491779988,0.1991069616399431,810.0,-214.0,491.4633332632663,32,0
2330,11680640,역삼1동, 역삼월드메르디앙아파트 앞,서울특별시 강남구 도곡로 183,37.49219894,127.03945923,9774,1549,1864,2990,0.3059136484550849,주거지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.1584816861059955,0.1907100470636382,0.3059136484550849,-217.0,-83.0,870.0485363673814,24,3
2331,11680650,역삼2동, 동영문화센터앞,서울특별시 강남구 언주로 337,37.49805069,127.04460144,10542,2748,1937,2894,0.2745209637639916,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.2606715993170176,0.1837412255738948,0.2745209637639916,-39.0,-339.0,757.0745600229556,36,0
2332,11680650,역삼2동, 선릉역3번출구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,31040,4483,6922,10145,0.3268363402061855,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.1444265463917525,0.2230025773195876,0.3268363402061855,-1550.0,2299.0,83.24954956357365,36,3
2333,11680655,도곡1동, 양재역 3번출구 주변,서울특별시 강남구 강남대로 240,37.48515701,127.03407288,8669,1002,1427,3393,0.3913946245241665,주거지구 후보,39281.57394435705,39291.80882322161,35228.0752125855,0.1155842657745991,0.1646095282039451,0.3913946245241665,-3212.0,-1006.0,77.10226190996563,52,2
2334,11680655,도곡1동, 삼호아파트 2동 ( 간선도로),서울특별시 강남구 선릉로 지하 228,37.49375916,127.04589844,4439,1425,982,854,0.3210182473530074,업무/상업지구 후보,39281.57394435705,39291.80882322161,35228.0752125855,0.3210182473530074,0.2212209957197567,0.1923856724487497,312.0,-254.0,674.1851780358561,40,0
2335,11680656,도곡2동, 3호선 매봉역 3번출구앞,서울특별시 강남구 남부순환로 2748,37.48676682,127.04676056,35739,11470,5974,9471,0.3209379109656118,업무/상업지구 후보,30059.92420273598,30812.346695554035,27148.728534678525,0.3209379109656118,0.1671563278211477,0.2650046168051708,2844.0,-1277.0,20.048936576497542,44,0
2336,11680656,도곡2동, 강남세브란스교차로 래미안그레이튼 104동 앞,서울특별시 강남구 선릉로 지하 228,37.49423599,127.04746246,7834,1598,1771,1773,0.226321164156242,주거지구 후보,30059.92420273598,30812.346695554035,27148.728534678525,0.2039826397753382,0.226065866734746,0.226321164156242,-59.0,-165.0,526.6425846801769,36,0
2337,11680670,개포2동, 대모산입구역 2번출구 앞,서울특별시 강남구 영동대로 101,37.49207687,127.07197571,8313,941,1204,3052,0.3671358113797666,주거지구 후보,33161.69160892613,29830.0458876197,29875.256968433652,0.1131961987248887,0.1448333934800914,0.3671358113797666,-1673.0,529.0,102.16525118204883,20,2
2339,11680690,개포4동, 현대아파트 정문 앞,서울특별시 강남구 언주로 107,37.48326111,127.0522995,9178,884,1395,3520,0.383525822619307,주거지구 후보,16659.15076863885,15720.087848119014,14737.072746306429,0.0963172804532577,0.1519938984528219,0.383525822619307,-1948.0,713.0,637.2629266381015,20,2
2340,11680690,개포4동, 삼호물산버스정류장(23370) 옆,서울특별시 강남구 논현로 82,37.47750854,127.04517365,33055,8660,4286,8723,0.2638935108153078,주거지구 후보,16659.15076863885,15720.087848119014,14737.072746306429,0.2619875964301921,0.1296626834064438,0.2638935108153078,3313.0,-1128.0,1023.7301686184046,40,0
2341,11680720,일원본동, 일원역 4~5번 출구 사이,서울특별시 강남구 일원로 127,37.4833107,127.08493805,6197,1319,1124,1759,0.283847022752945,주거지구 후보,26030.51044035568,24286.366290218877,20233.524569528046,0.2128449249636921,0.1813780861707277,0.283847022752945,-820.0,-2311.0,63.51307280279197,36,0
2342,11680740,일원2동(현 개포3동), 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,27933,6476,4684,7848,0.2809580066587906,주거지구 후보,18222.67470047879,16404.544954240766,16417.981814261286,0.2318404754233344,0.1676869652382486,0.2809580066587906,-157.0,-1149.0,54.855485672527735,20,0
2344,11680700,세곡동, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,9646,1213,1529,2956,0.3064482687124196,주거지구 후보,46016.29151874145,40696.17679541724,42582.81225133379,0.1257516068836823,0.158511300020734,0.3064482687124196,-463.0,674.0,2350.0345617595735,56,4
2347,11680531,논현2동, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,2205,529,329,554,0.2512471655328798,주거지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.2399092970521542,0.1492063492063492,0.2512471655328798,-121.0,-1173.0,523.587492317641,8,0
2348,11680580,삼성1동, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,37680,19146,5957,5752,0.5081210191082802,업무/상업지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.5081210191082802,0.1580944798301486,0.1526539278131634,16019.0,-7627.0,584.3595573163827,48,1
2349,11680640,역삼1동, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,5274,1056,1231,1257,0.2383390216154721,주거지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.2002275312855517,0.2334091770951839,0.2383390216154721,-3425.0,-1500.0,212.59809288426536,20,3
2350,11680650,역삼2동, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,4215,588,722,1348,0.3198102016607355,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.1395017793594306,0.1712930011862396,0.3198102016607355,-196.0,199.0,465.6215593980464,32,3
2351,11680720,일원본동, 청소년수련관(수영장)앞,서울특별시 강남구 광평로 144,37.48387909,127.0890274,6479,996,978,2478,0.3824664300046303,주거지구 후보,26030.51044035568,24286.366290218877,20233.524569528046,0.153727427072079,0.1509492205587282,0.3824664300046303,-502.0,-55.0,409.7781665443803,24,2
2352,11680531,논현2동, 서울본부세관(건설회관 앞),서울특별시 강남구 언주로 721,37.51758957,127.03502655,2042,567,540,447,0.2776689520078355,업무/상업지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.2776689520078355,0.2644466209598433,0.2189030362389813,-210.0,-1332.0,477.5023720879165,20,0
2353,11680531,논현2동, 강남구청역 2번출구 뒤,서울특별시 강남구 학동로 342,37.51681137,127.04047394,8233,766,1604,2936,0.3566136280821086,주거지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.0930402040568444,0.1948257014454026,0.3566136280821086,-2184.0,-310.0,80.10290388777916,36,3
2354,11680580,삼성1동, 청담역 2번출구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,3144,369,482,1182,0.3759541984732824,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1173664122137404,0.1533078880407124,0.3759541984732824,-325.0,473.0,304.61175833064755,28,2
2356,11680590,삼성2동, 강남구청,서울특별시 강남구 학동로 지하 346,37.51807022,127.04711914,6198,766,1629,1752,0.2826718296224588,주거지구 후보,43883.83807841997,47708.349203659374,38582.2189622435,0.1235882542755727,0.2628267182962246,0.2826718296224588,-996.0,-399.0,526.6025037772324,8,3
2357,11680650,역삼2동, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),서울특별시 강남구 언주로89길 7,37.50166321,127.04297638,8582,2515,1803,1962,0.2930552318806805,업무/상업지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.2930552318806805,0.2100908879049172,0.2286180377534374,572.0,-271.0,545.5534931457897,32,0
2358,11680660,개포1동, 구룡초사거리 (현대아파트10동 앞 ),서울특별시 강남구 개포로 303,37.48138428,127.05391693,11198,1473,1535,3853,0.3440792998749776,주거지구 후보,16192.291096272227,13926.620198700411,13720.607396203832,0.131541346669048,0.1370780496517235,0.3440792998749776,-1608.0,687.0,746.8672725633135,40,2
2359,11680690,개포4동," 국립국악중,고교 정문 맞은편",서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,13672,2360,1950,4291,0.3138531304856641,주거지구 후보,16659.15076863885,15720.087848119014,14737.072746306429,0.1726155646576945,0.1426272674078408,0.3138531304856641,-878.0,488.0,1224.2015034746055,36,4
2360,11680650,역삼2동, 도곡1동 주민센터 교차로,서울특별시 강남구 도곡로 205,37.4928093,127.04138947,12675,2925,2499,3282,0.2589349112426035,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.2307692307692307,0.1971597633136094,0.2589349112426035,84.0,-321.0,806.3449231239393,32,0
2362,11680510,신사동, 신사동 가로수길 입구,서울특별시 강남구 신사동 501-5,37.51763535,127.02245331,11018,1188,2384,3674,0.3334543474314758,주거지구 후보,34711.2626499658,47294.58111371408,44266.38985273598,0.1078235614449083,0.2163732074786712,0.3334543474314758,-11.0,446.0,252.0057639158714,16,3
2363,11680521,논현1동, 강남 을지병원 교차로,서울특별시 강남구 도산대로 172 ,37.51913834,127.02751923,6182,1298,1215,1380,0.2232287285668068,주거지구 후보,43807.05390064979,51912.863196648424,45663.3832001026,0.2099644128113879,0.1965383371077321,0.2232287285668068,440.0,-445.0,656.5945688116032,20,0
2364,11680545,압구정동, 도산공원교차로,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,9559,2507,1905,2051,0.2622659273982634,업무/상업지구 후보,40653.44209463064,53924.654357660744,48026.726367510266,0.2622659273982634,0.1992886285176273,0.2145621926979809,1037.0,-1410.0,715.8232221238064,28,0
2365,11680545,압구정동, K+ 타워 앞,서울특별시 강남구 도산대로 333 ,37.52330017,127.03847504,13906,2809,2612,3155,0.2268804832446426,주거지구 후보,40653.44209463064,53924.654357660744,48026.726367510266,0.2019991370631382,0.1878325902488134,0.2268804832446426,1203.0,-520.0,488.7472821092144,28,0
2368,11680655,도곡1동, 도곡동 경남아파트 건너편,서울특별시 강남구 도곡동 874-1,37.48934174,127.04129791,4821,652,1168,1471,0.3051234183779299,주거지구 후보,39281.57394435705,39291.80882322161,35228.0752125855,0.1352416511097282,0.2422733872640531,0.3051234183779299,-719.0,-546.0,551.2932724174635,16,3
2369,11680630,대치4동, KT선릉타워,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,24800,5209,5205,6549,0.2640725806451613,주거지구 후보,39589.97909316005,50739.38959329685,50623.27934124487,0.2100403225806451,0.2098790322580645,0.2640725806451613,684.0,807.0,364.1540634452012,36,3
2370,11680600,대치1동, 한티역 3번출구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,7215,1388,1371,2312,0.3204435204435204,주거지구 후보,27048.917656600548,28649.684428112178,33072.03014121067,0.1923769923769923,0.19002079002079,0.3204435204435204,-25.0,133.0,130.5227810191877,36,3
2371,11680531,논현2동, 한국우편사업진흥원,서울특별시 강남구 언주로 651,37.51474762,127.03513336,2983,565,589,809,0.271203486423064,주거지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.1894066376131411,0.197452229299363,0.271203486423064,-451.0,-1167.0,312.07670732911333,28,3
2372,11680610,대치2동, 대치역 사거리,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,20002,3398,4370,5784,0.2891710828917108,주거지구 후보,54042.53933621752,64417.24090506156,55294.00449155267,0.1698830116988301,0.2184781521847815,0.2891710828917108,376.0,424.0,18.55501612903316,32,3
2373,11680670,개포2동, 개포동역 사거리,서울특별시 강남구 개포동 181-3,37.48927689,127.06557465,11368,1440,2738,3462,0.3045390570021112,주거지구 후보,33161.69160892613,29830.0458876197,29875.256968433652,0.1266713581984518,0.2408515130190007,0.3045390570021112,-545.0,94.0,52.99182799044995,28,3
2375,11680750,수서동, 수서역 1번출구 앞,서울특별시 강남구 수서동 728,37.48735046,127.10099792,28822,9199,4502,6816,0.3191659149260981,업무/상업지구 후보,25623.445430950753,26558.29152739398,23695.385420314637,0.3191659149260981,0.1562001249045867,0.236486017625425,3740.0,-1246.0,39.78317144234957,52,0
2376,11680750,수서동, 수서역 6번출구 앞,서울특별시 강남구 수서동 740,37.48677826,127.10051727,11936,3929,2044,2685,0.3291722520107238,업무/상업지구 후보,25623.445430950753,26558.29152739398,23695.385420314637,0.3291722520107238,0.1712466487935657,0.2249497319034852,2548.0,-1985.0,106.56735714777216,52,0
2377,11680750,수서동, 수서역 5번출구,서울특별시 강남구 수서동 724-4,37.48735046,127.10232544,40303,14768,6349,8893,0.3664243356573952,업무/상업지구 후보,25623.445430950753,26558.29152739398,23695.385420314637,0.3664243356573952,0.1575316973922536,0.2206535493635709,10143.0,-3075.0,37.046495328444145,64,1
2380,11680590,삼성2동, 삼성동베이직하우스앞,서울특별시 강남구 봉은사로 456,37.51169586,127.04934692,7761,1593,1182,1693,0.2181419920113387,주거지구 후보,43883.83807841997,47708.349203659374,38582.2189622435,0.2052570545032856,0.1522999613451874,0.2181419920113387,-110.0,-234.0,376.6322208032294,20,0
2381,11680640,역삼1동, 언주역 6번출구앞,서울특별시 강남구 논현로 566,37.50636673,127.03452301,8611,1256,1441,2491,0.2892811520148647,주거지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.1458599465799558,0.167344094762513,0.2892811520148647,-480.0,336.0,117.51405591928238,36,3
2382,11680650,역삼2동, 역삼동 sk뷰 501동앞,서울특별시 강남구 역삼로 315-1,37.50122833,127.05036163,9252,1251,1622,3125,0.3377648076091656,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.1352140077821011,0.1753134457414613,0.3377648076091656,11.0,97.0,389.68988849129255,32,3
2383,11680700,세곡동, 보금자리정원,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.09488678,5799,1287,886,1376,0.2372822900500086,주거지구 후보,46016.29151874145,40696.17679541724,42582.81225133379,0.2219348163476461,0.1527849629246422,0.2372822900500086,-123.0,259.0,2140.420978538258,36,4
2384,11680700,세곡동, 자곡사거리,서울특별시 강남구 밤고개로 206,37.47602844,127.10594177,29643,2751,3775,12523,0.4224606146476402,주거지구 후보,46016.29151874145,40696.17679541724,42582.81225133379,0.0928043720271227,0.1273487838612826,0.4224606146476402,-6238.0,5340.0,1211.79104569624,32,2
2385,11680521,논현1동, 학동역,서울특별시 강남구 학동로 지하 180,37.51395035,127.03015137,9752,1143,1857,3081,0.315935192780968,주거지구 후보,43807.05390064979,51912.863196648424,45663.3832001026,0.1172067268252666,0.190422477440525,0.315935192780968,-1115.0,469.0,136.27778444397282,20,3
2386,11680531,논현2동, 크린랩 본사,논현동 279-166,37.50958633,127.04090881,3468,546,629,985,0.2840253748558247,주거지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.157439446366782,0.1813725490196078,0.2840253748558247,-578.0,-603.0,275.5574768692353,32,3
2387,11680700,세곡동, 래미안강남힐즈 사거리,서울특별시 강남구 자곡로 101,37.47245407,127.09607697,17134,2493,2913,6090,0.3554336407143691,주거지구 후보,46016.29151874145,40696.17679541724,42582.81225133379,0.1455001750904634,0.1700128399673164,0.3554336407143691,-918.0,1594.0,1619.261288941875,12,4
2388,11680580,삼성1동, 강남구 도시관리공단,강남구 삼성동 111-61,37.51678467,127.05161285,4238,832,741,1322,0.3119395941481831,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1963190184049079,0.1748466257668711,0.3119395941481831,-2743.0,-1279.0,325.2626696590125,24,3
2389,11680670,개포2동, 경기여자고등학교 후문 (삼성로3길 입구),강남구 개포동 198,37.48616028,127.06723785,16000,2216,2496,5061,0.3163125,주거지구 후보,33161.69160892613,29830.0458876197,29875.256968433652,0.1385,0.156,0.3163125,-2582.0,1574.0,342.63816251642027,40,2
2390,11680670,개포2동, 구룡마을 입구 (래미안블레스티지 아파트),강남구 개포동 146-1,37.48088074,127.06304169,10130,1321,1127,3775,0.3726554787759131,주거지구 후보,33161.69160892613,29830.0458876197,29875.256968433652,0.1304047384007897,0.1112537018756169,0.3726554787759131,-1332.0,1542.0,758.5163722276855,28,2
2391,11680660,개포1동, 구룡터널 입구(개포1단지아파트),강남구 개포동 146-1,37.47598648,127.05962372,120,21,24,31,0.2583333333333333,주거지구 후보,16192.291096272227,13926.620198700411,13720.607396203832,0.175,0.2,0.2583333333333333,-53.0,-53.0,1208.6450961493945,20,4
2392,11680690,개포4동, 구룡산 입구 (구룡산 서울둘레길 입구),강남구 개포동 1277,37.47447205,127.05545044,789,169,112,217,0.2750316856780735,주거지구 후보,16659.15076863885,15720.087848119014,14737.072746306429,0.2141951837769328,0.1419518377693282,0.2750316856780735,-397.0,-402.0,1407.5934896954195,20,4
2394,11680690,개포4동, 개포래미안포레스트아파트 107동 앞,강남구 개포로 264,37.48025131,127.05419159,13901,1157,1698,5908,0.4250053952953025,주거지구 후보,16659.15076863885,15720.087848119014,14737.072746306429,0.0832314221998417,0.1221494856485145,0.4250053952953025,-4005.0,1910.0,840.2215761656321,44,2
2396,11680656,도곡2동, 영동3교 북단(우성캐릭터 앞 보도),강남구 도곡동 466,37.48574066,127.05104828,8357,1028,1631,2780,0.3326552590642575,주거지구 후보,30059.92420273598,30812.346695554035,27148.728534678525,0.1230106497546966,0.1951657293287064,0.3326552590642575,-461.0,171.0,400.69332707356256,16,3
2398,11680640,역삼1동, 더라움,강남구 역삼동 801-7,37.50811005,127.0394516,4461,1136,694,929,0.2546514234476574,업무/상업지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.2546514234476574,0.1555704998879175,0.2082492714637973,-477.0,-424.0,469.06607780223993,20,0
2401,11680720,일원본동, 밀알학교 입구 (삼성서울병원 입구),강남구 일원동 128-10,37.48656082,127.08267212,3470,711,632,880,0.2536023054755043,주거지구 후보,26030.51044035568,24286.366290218877,20233.524569528046,0.2048991354466859,0.1821325648414985,0.2536023054755043,-279.0,-780.0,354.28387986928414,44,0
2403,11680670,개포2동, 공무원연금매점 교차로 (개포주공9단지 입구),강남구 일원동 703-2,37.48871994,127.07453918,18227,1524,2662,6835,0.3749931420420255,주거지구 후보,33161.69160892613,29830.0458876197,29875.256968433652,0.0836122236242936,0.1460470730235365,0.3749931420420255,-3853.0,2021.0,335.84292860270557,27,2
2404,11680740,일원2동(현 개포3동), 대모산입구역 4번 출구 앞,강남구 일원동 700-1,37.49180984,127.07315826,31517,4578,4499,10322,0.327505790525748,주거지구 후보,18222.67470047879,16404.544954240766,16417.981814261286,0.1452549417774534,0.1427483580290002,0.327505790525748,-3315.0,1910.0,62.08504272340149,24,2
2405,11680580,삼성1동, 청담공원앞 교차로,강남구 삼성동 111-44,37.51871109,127.05084991,7317,446,800,3630,0.4961049610496105,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.060953942872762,0.1093344266776001,0.4961049610496105,-8110.0,-119.0,232.17342928824493,28,2
