cluster,cluster_name,best_model,feature,importance_mean,importance_std
3,생활·상권 혼합형,lightgbm_balanced,temp_x_commute,0.0004573756932351736,0.0003111964168407977
3,생활·상권 혼합형,lightgbm_balanced,day,0.0004154343656057047,0.0001332058346915077
3,생활·상권 혼합형,lightgbm_balanced,month_cos,0.0003927691122211363,9.620583529484916e-05
3,생활·상권 혼합형,lightgbm_balanced,weekday_sin,0.0002987402580921228,0.00016465200401677427
3,생활·상권 혼합형,lightgbm_balanced,wind_speed,0.00028576218646231277,0.0009799665299329852
3,생활·상권 혼합형,lightgbm_balanced,bike_change_lag_2,0.0001025396929207889,0.000151326583575917
3,생활·상권 혼합형,lightgbm_balanced,is_holiday,7.100476038662817e-05,4.7323121480924435e-06
3,생활·상권 혼합형,lightgbm_balanced,rental_count_lag_24,5.733799944718232e-05,0.0006714551222467557
3,생활·상권 혼합형,lightgbm_balanced,temperature,5.053938073290576e-05,0.0001980538540120036
3,생활·상권 혼합형,lightgbm_balanced,is_qr_mixed,1.549034748027367e-05,5.736756475749338e-06
3,생활·상권 혼합형,lightgbm_balanced,is_lunch_hour,8.886137318975251e-06,5.799705664955024e-05
3,생활·상권 혼합형,lightgbm_balanced,heavy_rain,0.0,0.0
3,생활·상권 혼합형,lightgbm_balanced,rain_x_night,0.0,0.0
3,생활·상권 혼합형,lightgbm_balanced,year,0.0,0.0
3,생활·상권 혼합형,lightgbm_balanced,is_rainy,-1.1015478961207137e-06,3.41964067669398e-05
3,생활·상권 혼합형,lightgbm_balanced,is_night_hour,-4.439120778132466e-06,3.5533719639491146e-06
3,생활·상권 혼합형,lightgbm_balanced,is_weekend,-2.3909395569343683e-05,8.791023401327758e-05
3,생활·상권 혼합형,lightgbm_balanced,is_holiday_eve,-3.3860143176689395e-05,5.393971829786848e-05
3,생활·상권 혼합형,lightgbm_balanced,month,-4.7456483539043415e-05,4.560666357483756e-05
3,생활·상권 혼합형,lightgbm_balanced,rain_x_commute,-0.00011191234180418785,0.00012330451845876667
3,생활·상권 혼합형,lightgbm_balanced,is_commute_hour,-0.00025255158489984053,5.4821687546946496e-05
3,생활·상권 혼합형,lightgbm_balanced,weekday,-0.0003493299972209818,0.0001482573658667108
3,생활·상권 혼합형,lightgbm_balanced,bike_count_index_lag_2,-0.00048339579103207075,0.00026082854285502943
3,생활·상권 혼합형,lightgbm_balanced,bike_index_rollmean_24,-0.0005273929998514393,0.0003396439912611293
3,생활·상권 혼합형,lightgbm_balanced,weekday_cos,-0.0005523339339845723,4.7087416703894824e-05
3,생활·상권 혼합형,lightgbm_balanced,bike_index_rollmean_168,-0.0005729559840790821,0.0010571352667970157
3,생활·상권 혼합형,lightgbm_balanced,bike_index_rollmean_3,-0.0006371953296306909,6.821728443873187e-05
3,생활·상권 혼합형,lightgbm_balanced,bike_count_index_lag_1,-0.0007464236329944307,0.0005578418325354328
3,생활·상권 혼합형,lightgbm_balanced,is_weekend_or_holiday,-0.0013574066107142069,0.00041225080616164034
4,외곽 주거형,hist_gbm_focus,bike_change_lag_168,0.02904280156773642,0.0006370347280357791
4,외곽 주거형,hist_gbm_focus,hour_sin,0.028625172090832762,0.003986258421688371
4,외곽 주거형,hist_gbm_focus,hour_cos,0.01669365862175659,0.0006259890779845567
4,외곽 주거형,hist_gbm_focus,is_weekend_or_holiday,0.013698275674618232,0.0025832859445024114
4,외곽 주거형,hist_gbm_focus,bike_change_lag_24,0.010546286366190982,0.0024457541194060073
4,외곽 주거형,hist_gbm_focus,hour,0.009139981325855084,0.0025149896266734584
4,외곽 주거형,hist_gbm_focus,bike_change_rollmean_168,0.007508287449568329,0.0006691923178893111
4,외곽 주거형,hist_gbm_focus,bike_change_rollmean_24,0.006994054480403911,0.00033767670488482615
4,외곽 주거형,hist_gbm_focus,bike_change_rollstd_168,0.004934269111669498,0.0019314598064634758
4,외곽 주거형,hist_gbm_focus,precipitation,0.003950244373266409,0.0004849446504120447
4,외곽 주거형,hist_gbm_focus,rental_count_lag_1,0.0037195582368057534,0.0007507169815885173
4,외곽 주거형,hist_gbm_focus,lat,0.0033008565189580064,0.0017609929657323442
4,외곽 주거형,hist_gbm_focus,bike_change_rollmean_3,0.002269196765973036,0.0004338194384609917
4,외곽 주거형,hist_gbm_focus,return_count_lag_1,0.002014722580476247,0.00046655263076850195
4,외곽 주거형,hist_gbm_focus,bike_count_index_lag_168,0.0019684006627391226,0.00039937959851460425
4,외곽 주거형,hist_gbm_focus,temperature,0.0016976350409029783,0.0001984944472698813
4,외곽 주거형,hist_gbm_focus,bike_change_lag_1,0.0012482862713500409,0.0015955735724837994
4,외곽 주거형,hist_gbm_focus,bike_change_lag_2,0.0009843979242322165,0.00030868040365961136
4,외곽 주거형,hist_gbm_focus,wind_speed,0.0009168905965922236,0.0006248790769010637
4,외곽 주거형,hist_gbm_focus,is_commute_hour,0.0006222127944744971,0.0002321368182669481
4,외곽 주거형,hist_gbm_focus,weekday,0.000577725015863062,0.000353354413923479
4,외곽 주거형,hist_gbm_focus,rental_count_lag_24,0.0004065267273469231,0.0006963432455398544
4,외곽 주거형,hist_gbm_focus,bike_index_rollmean_3,0.0003694536212277,2.2887434715290755e-05
4,외곽 주거형,hist_gbm_focus,bike_count_index_lag_1,0.00033034505243195733,0.0005407976626536359
4,외곽 주거형,hist_gbm_focus,bike_count_index_lag_24,0.000329894386057239,2.2064397542376213e-05
4,외곽 주거형,hist_gbm_focus,lon,0.00022027082870079706,0.00037120227034548314
4,외곽 주거형,hist_gbm_focus,is_night_hour,0.00021737096434432113,0.00017428091304544369
4,외곽 주거형,hist_gbm_focus,bike_index_rollmean_24,0.00018274381745303492,8.569440649591753e-05
4,외곽 주거형,hist_gbm_focus,is_holiday,0.00018192981102610473,0.00018844975585402546
4,외곽 주거형,hist_gbm_focus,month,0.00011820932064871004,5.060680898727465e-06
4,외곽 주거형,hist_gbm_focus,station_id,9.07940119923012e-05,3.133481595918308e-05
4,외곽 주거형,hist_gbm_focus,weekofyear,2.8332100128647397e-05,1.340675875538544e-05
4,외곽 주거형,hist_gbm_focus,rain_x_commute,1.1748207429884694e-05,1.1748207429884694e-05
4,외곽 주거형,hist_gbm_focus,year,0.0,0.0
4,외곽 주거형,hist_gbm_focus,rain_x_night,0.0,0.0
4,외곽 주거형,hist_gbm_focus,heavy_rain,0.0,0.0
4,외곽 주거형,hist_gbm_focus,is_rainy,0.0,0.0
4,외곽 주거형,hist_gbm_focus,is_weekend,0.0,0.0
4,외곽 주거형,hist_gbm_focus,is_qr_mixed,0.0,0.0
4,외곽 주거형,hist_gbm_focus,is_holiday_eve,-4.255670989361526e-05,3.241675834575464e-05
4,외곽 주거형,hist_gbm_focus,dock_total,-8.58946391895099e-05,3.358982142875888e-06
4,외곽 주거형,hist_gbm_focus,day,-0.00011726816315010824,0.00016340812917109426
4,외곽 주거형,hist_gbm_focus,month_cos,-0.00012120424397304985,6.491433165539684e-05
4,외곽 주거형,hist_gbm_focus,is_lunch_hour,-0.00014301090126050964,4.425767482890697e-05
4,외곽 주거형,hist_gbm_focus,humidity,-0.00014527950050424732,0.0007657371373177568
4,외곽 주거형,hist_gbm_focus,weekday_cos,-0.0002668774322706069,2.86680395904515e-05
4,외곽 주거형,hist_gbm_focus,weekday_sin,-0.00028283975596476996,0.00017300774226636229
4,외곽 주거형,hist_gbm_focus,month_sin,-0.0002907225530913715,0.0005323623049384718
4,외곽 주거형,hist_gbm_focus,return_count_lag_24,-0.00030035197797390056,8.945468066673401e-05
4,외곽 주거형,hist_gbm_focus,dayofyear,-0.000326181722800023,0.0005350500379624479
4,외곽 주거형,hist_gbm_focus,lcd_count,-0.0003481274419518954,0.0002404493647095718
4,외곽 주거형,hist_gbm_focus,temp_x_commute,-0.000490666219603253,2.2989957205510336e-05
4,외곽 주거형,hist_gbm_focus,bike_index_rollmean_168,-0.0005561066251213997,0.00014180322960721803
4,외곽 주거형,hist_gbm_focus,bike_count_index_lag_2,-0.000965636530217362,0.0013764634828845046
4,외곽 주거형,hist_gbm_focus,qr_count,-0.001160932340679155,0.0001840155107136754
4,외곽 주거형,hist_gbm_focus,bike_change_rollstd_24,-0.002439630768396095,0.0004919712789931974
