target,feature_variant,train_rows,eval_rows,rmse,mae,r2,nrmse_std,nmae_std
bike_change,bike_change_without_cluster,600000,1594320,1.0542862354346993,0.5870358615183356,0.20566570366949954,0.891254338744278,0.4962582655373269
bike_change,bike_change_with_cluster,600000,1594320,1.0507571424803621,0.5860254570756172,0.21097467510145307,0.8882709749274412,0.49540410723269146
bike_count_index,bike_count_index_without_cluster,400000,1594320,1.6538975238800049,1.0867326259613037,0.9999997019767761,0.0005274764570693366,0.00034659092661252106
bike_count_index,bike_count_index_with_cluster,400000,1594320,1.1019105869672867,0.641483380072278,0.9999998764958138,0.0003514316238028709,0.00020458787542990326
