feature_variant,probe_model,train_rows,eval_rows,rmse,mae,r2,nrmse_std,nmae_std
enhanced_cluster,lightgbm_balanced,600000,1598688,1.1101907861655387,0.633307034111174,0.2291246291130279,0.8779950859127696,0.5008512687662419
enhanced_cluster_priors,lightgbm_balanced,600000,1598688,1.1554162091601368,0.6775430620544086,0.16503966469322084,0.913761640312603,0.535835359463486
